Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
43,0,Travel_Frequently,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,No,4,1,1,8,3,3,2,2
43,0,Travel_Rarely,Research & Development,4,Other,3,Female,3,2,Healthcare Representative,3,Divorced,4522,Yes,3,4,0,8,3,5,2,2
25,0,Travel_Rarely,Sales,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,Yes,3,2,0,5,3,5,4,3
37,0,Non-Travel,Research & Development,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,Yes,3,1,2,15,3,13,11,7
31,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,No,3,3,1,4,3,4,2,2
39,0,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,Yes,3,3,1,21,3,21,8,6
56,0,Travel_Frequently,Sales,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,No,3,4,3,36,2,7,7,7
30,0,Travel_Rarely,Sales,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,No,3,2,0,6,3,5,4,4
41,0,Travel_Rarely,Sales,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,No,3,3,1,10,3,10,7,7
28,0,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,No,3,4,1,10,3,10,0,8
25,1,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,4031,No,3,3,1,6,3,2,2,2
52,0,Travel_Rarely,Research & Development,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,7969,Yes,3,3,0,28,3,5,4,4
45,0,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,No,4,4,2,8,2,2,2,2
52,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,4,Manager,4,Married,16555,No,3,4,0,31,1,5,2,4
42,0,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,4556,No,3,2,1,19,3,5,4,2
30,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,No,4,3,0,11,3,5,4,2
60,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,5,Manager,1,Married,19566,No,3,4,0,33,1,29,8,10
46,0,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,No,3,3,1,19,2,10,7,8
42,0,Travel_Frequently,Research & Development,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,No,3,4,3,7,4,6,5,4
24,1,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,Yes,3,2,0,6,3,5,3,4
34,1,Travel_Frequently,Sales,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,No,3,4,1,3,2,2,2,0
38,0,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,Yes,4,3,1,1,3,1,0,0
40,0,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,No,3,4,0,21,3,20,15,12
26,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,No,4,2,2,3,1,3,2,2
30,0,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,No,3,3,1,9,1,5,3,4
29,0,Travel_Rarely,Research & Development,4,Medical,2,Male,2,3,Research Director,3,Married,11935,No,3,3,0,10,3,10,2,7
29,1,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,No,3,2,0,6,4,2,2,1
19,1,Travel_Rarely,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,No,3,3,0,1,4,1,0,0
30,0,Non-Travel,Sales,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,No,3,3,0,10,3,9,8,8
57,0,Travel_Rarely,Sales,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,No,3,3,1,32,2,1,0,0
50,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,2,4,Manager,3,Married,17046,No,3,2,1,28,3,27,10,7
30,0,Non-Travel,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,No,3,3,0,12,2,11,7,7
60,0,Travel_Frequently,Sales,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,No,3,4,0,22,4,18,13,11
47,0,Travel_Rarely,Research & Development,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,No,3,3,3,20,3,5,0,4
46,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,No,3,3,0,26,1,3,2,1
35,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,No,3,3,0,6,3,5,4,3
54,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,No,3,3,0,19,3,1,0,0
34,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,No,3,3,1,14,3,7,3,7
46,0,Travel_Rarely,Sales,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,Yes,3,3,1,15,3,3,2,2
31,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,No,4,4,1,13,4,13,8,8
33,1,Travel_Rarely,Research & Development,1,Medical,2,Male,3,3,Manager,3,Married,13610,Yes,3,4,0,15,4,7,6,7
33,1,Travel_Rarely,Research & Development,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,No,3,1,3,8,3,4,3,3
30,0,Travel_Rarely,Sales,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,No,3,1,0,4,3,3,2,2
35,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,Yes,3,3,0,10,3,8,7,0
31,1,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,No,3,1,0,12,3,1,0,0
34,1,Travel_Frequently,Human Resources,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,Yes,3,3,3,11,3,3,2,2
42,0,Travel_Frequently,Research & Development,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,No,3,4,1,8,3,2,2,0
36,0,Non-Travel,Sales,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,No,3,4,0,10,2,10,3,7
22,1,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,No,3,3,0,4,3,2,2,2
48,0,Travel_Rarely,Sales,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,No,3,1,1,14,3,9,7,7
55,0,Travel_Rarely,Sales,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,No,4,4,0,37,3,10,9,7
41,0,Non-Travel,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,No,3,4,0,16,3,14,3,10
35,0,Travel_Rarely,Sales,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,No,3,3,0,15,3,11,9,9
40,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,No,3,3,0,22,3,20,6,13
39,0,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,No,3,1,1,8,3,8,3,7
31,0,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,Yes,3,3,0,10,4,6,5,5
42,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,Yes,4,4,1,10,2,10,9,8
45,0,Travel_Rarely,Sales,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,No,3,2,1,9,4,8,7,7
26,1,Travel_Frequently,Human Resources,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,Yes,3,2,1,8,2,7,7,0
29,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,No,3,2,2,8,4,3,2,2
33,0,Travel_Rarely,Research & Development,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,No,3,3,1,10,3,6,1,5
31,0,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,No,4,3,1,10,2,5,4,1
18,1,Travel_Frequently,Sales,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,Yes,3,4,0,0,3,0,0,0
40,0,Non-Travel,Sales,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,No,3,3,1,20,3,1,0,1
41,0,Non-Travel,Research & Development,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,Yes,3,1,0,10,3,8,7,7
26,0,Travel_Rarely,Sales,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,No,3,1,2,8,3,0,0,0
35,0,Travel_Rarely,Sales,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,No,3,4,0,5,3,5,4,3
34,0,Travel_Rarely,Sales,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,No,3,4,0,10,3,10,7,7
26,1,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,Yes,3,2,0,1,1,1,0,0
37,0,Travel_Rarely,Research & Development,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,No,3,4,0,12,4,6,5,2
46,0,Travel_Frequently,Research & Development,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,No,3,4,0,28,2,2,2,2
41,0,Travel_Rarely,Sales,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,No,3,2,1,22,3,18,16,8
37,0,Non-Travel,Sales,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,No,3,4,1,9,3,9,5,7
52,0,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,Yes,3,2,2,18,3,10,9,9
32,1,Non-Travel,Sales,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,No,3,4,0,6,3,4,2,2
24,0,Travel_Frequently,Sales,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,No,3,3,2,3,3,2,2,1
38,0,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,No,3,3,1,18,3,1,0,0
37,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,No,3,2,1,8,2,6,5,3
49,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,Yes,3,3,1,31,3,31,9,9
24,0,Travel_Rarely,Research & Development,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,Yes,3,2,2,6,3,6,5,4
26,0,Travel_Rarely,Sales,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,No,4,4,2,6,4,5,3,4
24,0,Travel_Rarely,Research & Development,2,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,No,4,4,1,1,3,1,0,0
50,0,Travel_Frequently,Human Resources,3,Medical,1,Male,3,5,Manager,2,Married,18200,No,3,3,1,32,3,32,5,7
25,0,Travel_Rarely,Sales,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,No,3,3,0,7,3,7,4,6
24,1,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,Yes,3,4,1,6,3,6,3,2
30,1,Travel_Frequently,Sales,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,No,3,3,1,1,4,1,0,0
34,0,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,Yes,3,4,1,6,3,6,5,3
31,1,Travel_Rarely,Sales,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,No,3,3,0,9,1,3,1,2
35,0,Travel_Rarely,Research & Development,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,No,3,4,0,9,3,3,2,2
31,0,Travel_Rarely,Sales,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,No,4,4,2,13,4,7,7,7
27,0,Travel_Rarely,Research & Development,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,No,3,3,2,6,2,5,3,3
37,0,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,Yes,3,3,1,17,2,3,0,0
20,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,No,3,4,0,1,4,1,0,0
42,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,4089,No,3,2,2,10,3,10,2,2
43,0,Travel_Rarely,Research & Development,4,Other,2,Male,2,4,Research Director,4,Divorced,16627,Yes,3,3,1,21,2,1,0,0
38,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,No,3,4,0,8,2,0,0,0
43,0,Travel_Frequently,Research & Development,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,5679,Yes,3,2,1,10,3,8,7,7
48,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,No,3,1,1,21,1,3,2,2
44,0,Travel_Rarely,Human Resources,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,No,3,2,0,10,4,2,2,2
34,0,Travel_Rarely,Sales,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,Yes,3,4,2,8,3,8,2,6
27,1,Travel_Rarely,Sales,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,No,3,2,1,5,3,4,3,2
21,0,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,No,3,3,0,3,3,3,2,2
44,0,Travel_Rarely,Research & Development,4,Other,4,Male,3,5,Manager,4,Married,19513,Yes,3,1,1,26,4,2,2,1
22,0,Travel_Rarely,Research & Development,1,Medical,1,Male,3,1,Research Scientist,3,Married,2773,No,4,4,0,3,3,2,2,2
33,0,Travel_Rarely,Sales,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,No,3,4,0,6,3,5,0,2
32,0,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,Yes,3,4,1,6,2,6,4,5
30,0,Travel_Frequently,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,No,4,3,1,1,3,1,0,0
53,0,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,No,4,4,0,18,4,14,7,10
34,0,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2691,No,3,4,1,10,2,10,9,8
45,1,Travel_Frequently,Sales,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,No,3,4,2,5,3,1,1,0
26,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,Yes,3,3,1,3,3,3,2,2
37,0,Travel_Rarely,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,No,3,3,1,10,3,10,7,8
29,0,Travel_Rarely,Sales,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,No,3,1,1,6,2,6,0,2
35,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,No,3,2,0,17,3,17,11,8
33,0,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,No,4,3,1,15,1,13,11,7
54,0,Travel_Rarely,Human Resources,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,No,3,3,1,16,4,9,7,1
36,0,Travel_Rarely,Research & Development,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,Yes,3,3,1,13,3,3,2,2
27,0,Travel_Rarely,Research & Development,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,No,3,4,0,5,3,4,2,1
20,1,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,Yes,3,4,0,1,3,1,0,1
33,1,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,Yes,3,1,0,10,3,10,8,7
35,0,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,No,3,3,2,1,3,1,0,0
23,0,Travel_Rarely,Research & Development,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,No,3,1,1,5,4,3,2,2
25,0,Travel_Rarely,Sales,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,No,4,3,1,4,3,3,2,2
38,0,Travel_Rarely,Sales,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,No,4,1,0,8,3,7,7,5
29,0,Travel_Frequently,Research & Development,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,No,3,4,1,10,3,10,7,8
48,0,Travel_Rarely,Sales,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,No,3,4,0,12,3,2,2,2
27,0,Travel_Frequently,Sales,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,Yes,4,2,2,6,3,6,5,4
37,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,No,3,1,0,4,3,1,0,0
50,0,Travel_Rarely,Research & Development,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,3221,Yes,3,3,3,20,3,20,8,8
34,0,Travel_Rarely,Research & Development,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,8621,No,3,2,0,9,4,8,7,7
24,1,Travel_Rarely,Sales,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,No,3,1,0,4,3,2,2,0
39,0,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,No,3,1,0,20,3,20,7,10
32,0,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,No,3,4,0,10,2,10,7,8
50,1,Travel_Frequently,Sales,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,Yes,3,1,1,18,3,4,3,3
38,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,No,3,3,0,10,2,9,7,8
27,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,No,3,4,0,9,3,9,7,7
32,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,No,3,4,0,10,3,7,7,7
47,0,Travel_Rarely,Sales,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,No,3,4,0,20,3,7,7,7
40,0,Travel_Frequently,Sales,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,Yes,4,3,1,20,3,18,13,12
53,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,No,3,3,0,32,3,5,1,3
41,0,Travel_Rarely,Human Resources,4,Human Resources,2,Male,2,5,Manager,4,Divorced,19141,No,3,2,3,23,2,21,6,6
60,0,Travel_Rarely,Sales,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,No,3,4,0,10,3,2,2,2
27,0,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,No,4,3,2,9,2,9,7,7
41,0,Travel_Rarely,Human Resources,3,Human Resources,4,Male,2,5,Manager,3,Married,19189,No,3,2,1,22,3,22,7,10
50,0,Travel_Rarely,Sales,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,No,3,4,1,4,3,2,2,2
28,1,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,Yes,3,4,0,10,3,7,7,7
36,0,Non-Travel,Research & Development,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,No,3,1,1,10,3,8,7,5
38,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,Yes,3,4,0,10,4,1,0,0
44,0,Non-Travel,Research & Development,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,No,3,3,0,9,3,5,2,4
47,0,Travel_Frequently,Sales,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,Yes,3,4,2,28,2,22,2,13
30,0,Travel_Rarely,Sales,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,No,4,4,1,10,2,8,7,7
29,0,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,No,3,3,0,1,3,1,0,0
42,1,Travel_Frequently,Research & Development,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,Yes,3,4,0,7,3,2,2,2
43,0,Travel_Frequently,Sales,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,No,3,3,1,7,3,2,2,2
34,0,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,No,3,4,0,10,3,5,1,3
23,0,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,No,3,4,1,5,4,4,3,2
39,0,Travel_Rarely,Human Resources,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,No,3,3,1,12,1,8,3,6
56,0,Travel_Rarely,Research & Development,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,No,3,3,0,30,2,10,7,1
40,0,Travel_Rarely,Research & Development,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,Yes,4,4,0,5,2,4,2,3
27,0,Travel_Rarely,Research & Development,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,No,3,1,0,9,1,7,6,7
29,0,Travel_Rarely,Sales,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,No,3,4,2,2,3,2,2,2
53,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,No,3,4,0,19,3,2,2,2
35,0,Non-Travel,Research & Development,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5093,No,3,1,1,16,4,1,0,0
32,0,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5309,No,3,4,2,10,3,10,8,7
38,0,Travel_Rarely,Research & Development,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,Yes,3,2,1,6,1,1,0,1
34,0,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,No,3,3,1,7,3,0,0,0
52,0,Travel_Rarely,Sales,4,Marketing,3,Male,2,4,Manager,1,Married,16856,No,3,1,0,34,4,34,6,16
33,1,Travel_Rarely,Research & Development,4,Other,4,Male,3,1,Research Scientist,4,Single,2686,Yes,3,3,0,10,2,10,9,8
25,0,Travel_Rarely,Sales,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,No,4,2,0,6,2,6,5,4
45,0,Travel_Rarely,Sales,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,No,3,1,0,9,3,8,7,1
23,0,Travel_Rarely,Research & Development,1,Medical,1,Male,4,1,Research Scientist,3,Single,3505,No,3,4,0,2,3,2,2,2
47,1,Travel_Frequently,Sales,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,Yes,3,4,0,8,3,5,4,3
34,0,Travel_Rarely,Sales,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,No,4,3,0,6,3,6,5,4
55,1,Travel_Rarely,Research & Development,3,Medical,4,Male,3,5,Manager,1,Married,19859,Yes,3,4,1,24,3,5,2,4
36,0,Non-Travel,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,No,3,2,0,10,3,10,7,9
52,0,Non-Travel,Research & Development,4,Medical,4,Male,3,1,Research Scientist,4,Married,4258,No,3,1,1,5,3,4,3,2
26,0,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,No,3,1,1,5,3,2,2,0
29,0,Travel_Rarely,Research & Development,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4335,No,3,1,1,11,2,8,7,1
26,1,Travel_Rarely,Sales,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,No,3,3,0,6,2,4,3,2
34,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,No,3,3,0,10,3,4,2,3
54,0,Travel_Rarely,Research & Development,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5485,Yes,3,2,2,9,3,5,3,4
27,0,Travel_Frequently,Sales,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,No,3,2,1,5,3,4,2,1
37,0,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,Yes,3,2,2,6,2,5,3,3
38,0,Travel_Frequently,Research & Development,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,Yes,3,4,0,17,3,15,7,12
34,0,Travel_Rarely,Research & Development,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,No,3,3,0,6,3,6,5,3
35,0,Travel_Rarely,Sales,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,No,3,2,1,3,2,3,2,2
30,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,No,4,3,2,7,3,2,2,2
40,0,Travel_Frequently,Research & Development,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,4244,No,4,4,1,8,3,8,7,7
34,0,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,No,3,2,1,6,3,3,2,2
42,0,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,No,3,2,1,24,2,24,7,9
23,1,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1601,Yes,4,3,2,1,3,0,0,0
24,0,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,2694,No,3,3,3,1,3,1,0,0
52,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3149,No,4,2,1,9,3,5,2,4
50,0,Travel_Rarely,Research & Development,3,Medical,3,Male,3,4,Research Director,3,Married,17639,No,3,4,0,30,3,4,3,3
29,1,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,2319,Yes,3,4,1,1,3,1,0,0
33,0,Travel_Rarely,Research & Development,3,Medical,3,Male,3,3,Research Director,3,Married,11691,No,3,4,0,14,4,13,9,7
33,1,Travel_Rarely,Sales,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,No,3,3,0,6,3,3,2,2
47,0,Travel_Rarely,Research & Development,2,Other,3,Female,3,4,Manager,4,Married,16752,Yes,3,3,1,26,2,26,14,0
36,0,Travel_Rarely,Research & Development,3,Other,3,Female,3,2,Manufacturing Director,2,Married,5228,No,3,1,1,10,3,9,7,5
29,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2700,No,4,3,1,10,3,10,7,7
